timestamp,id_user,user,text,loc,food_tag,type_tag
2020-10-02 14:02:01,1312030076356059136,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,กิ้ดดดดด แป้งทันนนน #HappyGiveawayInChanyeolDayEP3 https://t.co/IuuAjuxEIE,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 14:01:53,1312030042063421440,น้องพกหมดแลง🥕🐰,มื้อแรกของวันคือ zen ตอน 1 ทุ่มนี่แหระค่ะ 555555 ดิชั้นทำตัวแบบนี้อีกแร้วนะ,"Bangkok, Thailand",ZEN,jp
2020-10-02 13:59:53,1312029542261825536,🌸Zeennie🍀,"RT @SoupXLisa: ลิซ่าพร้อมสำหรับโซโล่แล้วนะครับวายจี ยังจะมีใครบอกว่าไม่พร้อมอีกไหม
LISA RAP #LISA @BLACKPINK 
https://t.co/xJhWVCtCo0",,ZEN,jp
2020-10-02 13:59:12,1312029370525990912,🌸Zeennie🍀,"RT @LoveLililily: LISA RAP 
Lisa fascinating

โห!! นี่ก็คนเยอะมาก
ของพ่อ 9 ตึกคนนั้นใช่มั้ย  ที่จีนเป็นวันหยุดด้วยไง  เป็นการโปรโมทที่สุดยอ…",,ZEN,jp
2020-10-02 13:58:44,1312029252137570306,🌸Zeennie🍀,"RT @LisaFamilyClub: ✨ ""ความสุขที่โอบล้อม​ไปด้วย LISA และกล่าวขอบคุนคุณพี่เก้าที่ทำงานอย่างหนัก"" ณ เมืองวิทยาศาสตร์​กว่างโจว
    给lisa应援 นี้…",,ZEN,jp
2020-10-02 13:57:01,1312028817590939648,(REST)`อยากลาออก³⁹ft.Yummy Summer,@miagebpisa นี่ไงไม้หน้าสาม https://t.co/4Oo0oiGCsu,24/7,ZEN,jp
2020-10-02 13:55:21,1312028397988528129,เมียเก็บของพิสา,@Kwang_Zen ไม้หน้าสามตีเลยหรอ5555555555,,ZEN,jp
2020-10-02 13:55:13,1312028367747645441,🌸Zeennie🍀,RT @ChachaLISABTS: พ่อ57 วันนี้ไปดูAdที่ตัวเองทำให้ลิซ่าที่เซี่ยงไฮ้ พร้อมฟิกเกอร์ลิซ่าด้วย #LISA https://t.co/6oovifaQyy,,ZEN,jp
2020-10-02 13:54:47,1312028258356011010,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,"RT @lovewithBBH: ดาราเกาหลี1คน เค้าตอบเซฮุน ไม่แปลกใจเลย ความหล่อของเซฮุนถูกพูดถึงไปทั่ว ติ่งไม่ติ่ง คนเกายันคนไทย
https://t.co/tjRhOwoj0t",เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:54:39,1312028225271336961,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,ตุ่นเต้นๆๆๆๆๆๆ,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:54:25,1312028165657690112,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,RT @wenoook: อันนิคือมุมที่พี่ชานยอลเห็นก่อนจะก้มลงไปหอมหัว ;-; 🥺💖 https://t.co/HpQcp5GYFI,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:44:04,1312025561263345666,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,RT @Hazel9502: โอเค งั้นเจอกันค่ะ ข้อความทวิตนั้นเราโพสต์ที่หน้าไทม์ไลน์เราไม่ได้ว่าใครทั้งนั้น  แต่คุณโควตมาด่าเราด้วยข้อความหมิ่นประมาท??…,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:42:36,1312025192835608580,🍑🍉⛅( ͡• . • ͡. ),"RT @captainbank2u: #dek64 #TCAS64
อีก 169 วัน สอบ #GATPAT
อีก 175 วัน สอบ #ONET
อีก 183 วัน สอบ #9วิชาสามัญ
อีก 186 วัน สอบ #วิชาเฉพาะ
***ร…",chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:40:55,1312024766941786112,🍑🍉⛅( ͡• . • ͡. ),RT @realqxmsouth: สูบบุหรี่กินเหล้าแล้วทำไมอะ มันร้ายแรงตรงไหนเหรอ เค้าบรรลุนิติภาวะแล้วนะ อยากติ่งบริสุทธิ์ขนาดนั้นไม่ไปติ่งพระสงออกบิณฑบา…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:40:52,1312024753016766466,🍑🍉⛅( ͡• . • ͡. ),RT @Aroundtheton: เอาสิ รออะไรอยู่ https://t.co/F9kUJWYtvv,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:40:48,1312024737581731843,🍑🍉⛅( ͡• . • ͡. ),RT @icechitsu: โคตรพีค 55555555555555555555555555 กระดาษที่ห่อต้นไม้ในวันนี้ คือจิจัย ป.ตรี เมื่อ 4 ปีก่อนของตัวเอง https://t.co/pR30XA6Ae3,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:39:53,1312024506609803264,🍑🍉⛅( ͡• . • ͡. ),RT @jewjewmabushii: เกาหลีหยุดใช้ภาษีให้เป็นประโยชน์ขนาดนี้ได้มั้ย กุอิจฉาจะตายห่าแล้วววววววว,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:39:39,1312024450259324934,🍑🍉⛅( ͡• . • ͡. ),RT @lolitascak3: อยากทำเธรดรวมตอนในสกูบี้ดูที่ตื่นเต้นและน่ากลัวจริงๆ (สำหรับเรา) มีใครสนใจมั้ยอะ 🙋‍♀️🙋‍♂️🔍,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:39:36,1312024435663138817,🍑🍉⛅( ͡• . • ͡. ),RT @ajummaisme: เกินไปรึป่าววว https://t.co/Ldsj59j5T3,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:39:05,1312024307334168576,🍑🍉⛅( ͡• . • ͡. ),RT @kumawind: ฉันเหนื่อยพี่ชาย ฉันไม่อยากเก่งแล้ว ฉันอยากถูกลอตโต้รางวัลที่หนึ่ง.... https://t.co/hsbeUQjuBM,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:38:04,1312024048809857025,🍑🍉⛅( ͡• . • ͡. ),RT @forlorntae: สิ่งน่าสนใจคือสิ่งนี้ ตอนที่แฟนสะกิดบอกว่าเมือก่อนไม่เห็นมีสีน้ำเงินเลย https://t.co/KQj4TJJdbr,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:37:49,1312023988353212424,🍑🍉⛅( ͡• . • ͡. ),RT @thegodmother41: เนี่ย ใครบอกอุดมการณ์กินไม่ได้มึงมาดูค่ะ,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:37:36,1312023931323207683,🍑🍉⛅( ͡• . • ͡. ),RT @Deleten9: ผัวว่ะ แพ้อ่ะโคตรแพ้ https://t.co/NSTdiMYrr4,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:35:54,1312023503743270912,𝓝𝓮𝔀𝓿𝓲¹²⁷,RT @Nicknameyn2: พ่อแม่ติดตังค่ายา มันมาทวงละไม่มีให้มัน  มันเลยอุ้มน้องไปขู่  แล้วแม่ดันเล่นใหญ่ข่าวออกทั้งประเทศว่าน้องหาย มันกลัวมันเลยเ…,,ZEN,jp
2020-10-02 13:34:52,1312023244304642049,🍑🍉⛅( ͡• . • ͡. ),RT @omuretto: ทรัมป์ติดได้ ตู่ก็ต้องติดได้ปะทุกคน สู้ๆ นะต้าวโคโรน่า! 👊🏻,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:34:48,1312023227288309760,🍑🍉⛅( ͡• . • ͡. ),RT @0mjtp: และเรื่องกลืนชาติที่สามจังหวัดน่ะ ก็จริงนะ จับไปซ้อมง่ายๆ สั่งปิดปอเนาะ บังคับเข้าโรงเรียนสองศาสนา ถ้าคิดว่าอุยกูร์ไกลไป งั้นเ…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:34:38,1312023187308175362,𝓝𝓮𝔀𝓿𝓲¹²⁷,"RT @Horo4you: ✨🔮Pick a card daily🔮✨

ดวงประจำวันที่ 🎖3 ตุลาคม 63🎖

กติกา
1. รีทวิต = ค่าครู
2. เลือกไพ่ที่ถูกชะตามากที่สุด
3. อ่านคำทำนายใน…",,ZEN,jp
2020-10-02 13:34:32,1312023162368925696,🍑🍉⛅( ͡• . • ͡. ),RT @awwwfluffy: หมาชอบแอบมากินอาหารแมว แมวชอบแอบมากินอาหารคน ทางออกคือเราต้องแอบไปกินอาหารหมามั่งแล้วมั้ย เอาคืน,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:34:08,1312023061927870465,𝓝𝓮𝔀𝓿𝓲¹²⁷,RT @_jaylin77: แมวกับซามอยไม่เกินจริงอ้อนพี่โดยองมาก จองคนละมุมเลย 🤣 https://t.co/94TZpZkWS5,,ZEN,jp
2020-10-02 13:33:49,1312022982638800899,𝓝𝓮𝔀𝓿𝓲¹²⁷,"RT @Clarievia: โตขึ้นมากเลย เก่งมากด้วยนะ 
I'm a pround mom 😭 @BLACKPINK https://t.co/LSmruslqNg",,ZEN,jp
2020-10-02 13:33:31,1312022903676760066,🍑🍉⛅( ͡• . • ͡. ),RT @viewyay: ท่าเต้นเคพัพตอนนี้อันตรายเกินไปไหม เหมือนพอมีกระเเสกับอะไรเเบบนี้ค่ายก็เอาใหญ่ คือเก่งก็เก่งจริงนั่นเเหละเเต่ทำไมต้องเสี่ยงขนา…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:32:58,1312022765185114112,🍑🍉⛅( ͡• . • ͡. ),RT @hypaanhana: อีอุโมงเนี่ยกูต้องคอยวิ่งหลบกล้องทุกรอบ แค่ถ่ายรูปกูว่าแย่แล้วนะ คือคนอื่นไม่อยากเข้าไปในเฟลมคุรพี่ไงคะ แล้วถ่ายรูปเต็มไปหม…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:32:41,1312022694980796418,𝓝𝓮𝔀𝓿𝓲¹²⁷,RT @fhonworld_: ลิฟต์เสี่ยงทาย คุณจะได้ใครเปนแฟน https://t.co/1LsoG6bYxs,,ZEN,jp
2020-10-02 13:31:00,1312022272064942083,🍑🍉⛅( ͡• . • ͡. ),RT @MaxJenmana: งือ ผมจะพยายามต่อไปนะคับ 😌 เด๋วนะ... https://t.co/AfpR4bEFJB,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:30:48,1312022221058011137,🍑🍉⛅( ͡• . • ͡. ),RT @Donkeyang09: ถ้าคนจะฆ่าตัวตายแล้วภาพสุดท้ายที่หยุดเค้าได้คือภาพรอยยิ้มของศิลปินที่เค้ารัก คุณจะเรียกสิ่งนั้นว่าเป็นการยึดติดกับเรื่อง…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:30:43,1312022199830626304,🍑🍉⛅( ͡• . • ͡. ),RT @199s_: ด่ากันแทบตายเรื่องวันไชน่า แต่อีตู่ส่งชาวอุยกูร์ให้จีนในนามประเทศไทย,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:30:36,1312022173255528448,🍑🍉⛅( ͡• . • ͡. ),RT @rockeybae: ลูคัสสูบบุหรี่แปลกตรงไหน รอเขาแดกเข้าไปก่อนสิไม่ปกติ,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:29:59,1312022015079931904,🍑🍉⛅( ͡• . • ͡. ),RT @nonghitchmeow: การศึกษาขโมยเวลาในชีวิตเราไปเยอะเลยนะ เวลาพักผ่อนที่เพียงพอ เวลาทำกิจกรรมอื่น เวลาที่ควรจะมีอยู่ในชีวิตก็หมดไปกับการเรีย…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:29:49,1312021974701367296,🍑🍉⛅( ͡• . • ͡. ),RT @choroneko_: คนญี่ปุ่นไม่ค่อยแซงคิวนะ ส่วนมากอาริกาโต้กัน,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:29:48,1312021969454288898,🍑🍉⛅( ͡• . • ͡. ),RT @notyourinnn: เวลาศลปกินเหล้า สิ่งเดียวที่โกดคือไม่ชวน,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:29:34,1312021912319475714,🍑🍉⛅( ͡• . • ͡. ),RT @iJune4S: เรามองว่าเด็กสมัยนี้ไม่ได้เปราะบางหรอก เขาแค่กล้าที่จะยอมรับตัวเอง ยอมรับว่าตัวเองทรมานจากความกดดันทางสังคม ยอมรับว่าตัวเองทนไ…,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:29:29,1312021891339612160,🍑🍉⛅( ͡• . • ͡. ),RT @imyounumber1fan: ผิดหวังกับมึงมากอีโควิด กี่รอบต่อกี่รอบแล้ว,chansoo lumark markmin chohan,ZEN,jp
2020-10-02 13:27:37,1312021419413258240,🐶 ภรรยาแก๊ง Beagle line ft.MG&BW,@ohsen_zen 5555555 โอ๊ยยยความน้ำตาเทียม,แอคเก่าโดนระงับ,ZEN,jp
2020-10-02 13:19:49,1312019457477279744,(REST)`อยากลาออก³⁹ft.Yummy Summer,วู้ววว #factaboutmebyeveryone,24/7,ZEN,jp
2020-10-02 13:17:52,1312018965133029376,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@BCYbellzaz ขอร้องและอ้อนวอน หนูเตรียมน้ำตาเทียมก่อน555555555,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:17:04,1312018765685506049,🐶 ภรรยาแก๊ง Beagle line ft.MG&BW,@ohsen_zen คงต้องรวบรวมพลังคน พี่ออยจะได้เห็นใจ 🤣,แอคเก่าโดนระงับ,ZEN,jp
2020-10-02 13:16:05,1312018519052050435,👑👸มีมี่กงจู~~,RT @Diidorable: โอ้ย แต่เอาจิงนะ เวลาร้องเสียงหลบ เราแยกเสียงกุกมินไม่ออก เสียงเหมือนกันยังกะแฟน 🥺  https://t.co/pY5F2cznRa,,ZEN,jp
2020-10-02 13:15:46,1312018440274636801,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@BCYbellzaz +ด้วย 😂,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:15:08,1312018278408048642,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen แง่,,ZEN,jp
2020-10-02 13:12:00,1312017490600316929,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@kimpukpik กลัวเหมือนกันนนนน,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 13:01:38,1312014880149389316,มันเป็นหยุมหยิม ft.2020,RT @theamwaysu: น้ำเลิ่กลั่ก https://t.co/lsHftUX3CV,,ZEN,jp
2020-10-02 13:00:19,1312014549155934208,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen กลัวไม่ทันแล้วไม่ได้ไปแง่,,ZEN,jp
2020-10-02 12:59:25,1312014325293301760,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@kimpukpik ทำไมมมม,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:58:34,1312014110817624065,นายหัวหนึ่ง,"เพิ่งมาค้นพบว่า นิยาย 18+ ที่เคยอ่านสมัยเรียนเทคนิคชื่อ""บัณฑิตก่อนเที่ยงคืน"" มันคือบทต้นฉบับหนังเรื่อง Sex&amp;Zen จะว่… https://t.co/JuuKyu8bUh","Nakhonsithammart,Chiangmai",ZEN,jp
2020-10-02 12:54:05,1312012983053086721,~~คนเราจะทำงานไปทำไมถ้าทำแล้วไม่มีความสุข,RT @prempmst: เรื่องจริงที่โคตรเศร้า https://t.co/GzROQD9uwi,Bangkok Thailand,ZEN,jp
2020-10-02 12:52:25,1312012562062598144,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen หนูลุ้นกว่า,,ZEN,jp
2020-10-02 12:51:11,1312012252501868544,₆₁₉₉,"『STOCK』 

พร้อมส่ง‼️

Nct zen kit 
1เมม ได้ โปสการ์ด 1 +การ์ด 2ใบ 

แทอิล จอห์นนี่ ยูตะ 180 

ค่าส่ง40/60 

สนใจดีเ… https://t.co/KxPhg4Aabp",EST. 01.11.17 ,ZEN,jp
2020-10-02 12:48:28,1312011567056084993,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@kimpukpik ลุ้นมาก กลัวไม่ทันอ่ะ,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:46:26,1312011056869330952,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@Aleaomm กรอกได้เลยค่ะ เหลืออีกเยอะะะะ,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:46:05,1312010969330057217,zen lie,@LEKDED1 เว็บดูหวยฮานอยวันนี้ รวมเลขเด็ดๆ เลขดัง แม่นๆ คนซื้อตามเยอะมากๆ #เลขฮานอย #หวยฮานอย #เลขเด็ด #หวยดัง   https://t.co/hUHYmUvEgq,,ZEN,jp
2020-10-02 12:45:54,1312010924081909760,ชิตยูอังค์,RT @sunshy95: เหมือนมีม😢 https://t.co/0KE6773rAh,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 12:43:01,1312010194755309569,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen เสียดายไปคนละวันงื้อ,,ZEN,jp
2020-10-02 12:42:13,1312009997098774530,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen 5555จริง,,ZEN,jp
2020-10-02 12:42:12,1312009990438232065,ชานแบคจงเจริญ👑,@ohsen_zen มีอีกมั้ยคะ,,ZEN,jp
2020-10-02 12:41:17,1312009759822757890,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,@kimpukpik ทั้งตั้งปลุกตั้งโอนแล้วตอนนี้5555555,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:40:41,1312009609209552897,☻ ♡ ทาสของท่านปาร์คชานยอล☻ ♡🐻,@ohsen_zen จะกรอกฟอร์มทันมุ้ย มุแง้,,ZEN,jp
2020-10-02 12:40:15,1312009499922718720,✨🍀,"RT @belieber10743: ส่งต่อน้อง Canon Zen เป็นกล้องของเราเองค่าาา
-เลนส์ใสไร้ฝ้า
-แฟรชติด
-ช่องมองสะอาด
-นับฟิล์มเดิน
-มีสายคล้องคอ
-ตัวนับวั…",,ZEN,jp
2020-10-02 12:38:08,1312008967766200320,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,RT @forlorntae: สิ่งน่าสนใจคือสิ่งนี้ ตอนที่แฟนสะกิดบอกว่าเมือก่อนไม่เห็นมีสีน้ำเงินเลย https://t.co/KQj4TJJdbr,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:36:23,1312008525904715778,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,ฝนตกอ่ะ เน็ตทรูจะแกงฉันป่ะ มันยิ่งชอบเอ๋อๆอืดๆตอนฝนตกอยู่ 🥺😭,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 12:33:37,1312007830606553088,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @ppmoliina: โดยองเปิดไอจีได้ยัง https://t.co/R64BlaoUJt,,ZEN,jp
2020-10-02 12:33:25,1312007780371374081,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @llelezc_: เฉินเล่อเหล่าซืออธิบายเรื่องการผันเสียงได้ดีมาก จองอูยังชมเลยว่าน้องเก่ง 5555555555 https://t.co/vmVnJoFLmB,,ZEN,jp
2020-10-02 12:32:43,1312007604550340609,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @kimkdyyy: ตรงสเปคทุกอย่าง แต่เป็นนักร้องเกาหลี https://t.co/5g6C7OKjB3,,ZEN,jp
2020-10-02 12:32:37,1312007581318094848,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @Pimseneye: เธรดรวม การทำตัวแฟนหนุ่มเกินไปของโดยองเวลาอัฟรูปลงไอจี ♥️ https://t.co/UwSyIDimWA,,ZEN,jp
2020-10-02 12:32:19,1312007504344219648,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @ffahjjh: สภาพของหอพักหนึ่งสองเจ่ดที่มีแจฮยอนอยู่ด้วย https://t.co/cF96Y4u0Cj,,ZEN,jp
2020-10-02 12:32:08,1312007457930006530,𝐑𝐞𝐚𝐥𝐥𝐲 ''𝐏''||ft.เลือกเมนตอนนี้มันยากไป...,RT @kimhyunaimmy: ตั้งกระทะเลย เอากูไปทอด แจเจน สำเนาถูกต้องจัดๆ https://t.co/4Hh3zGbTdY,,ZEN,jp
2020-10-02 12:30:30,1312007045495750657,—奶油,RT @19970207bb: @ohsen_zen ท่ายืนคือใช่มากจริงๆค่ะ คือมองยังไงก็ชานยอล 555555555,Treasure NCT❕,ZEN,jp
2020-10-02 12:23:16,1312005227957026816,(REST)`อยากลาออก³⁹ft.Yummy Summer,"RT @ffsugarsummer: รีวิว ‧₊˚ epson l3150 🖨🧾💥
เครื่องปริ้นตัวนี้ภาพคมชัดจริง สีสดสวยมาก 😭
เป็นหมึกแท้งด้วยคุ้มมากๆ ปังปุริเย่ 🤙🏻 https://t.c…",24/7,ZEN,jp
2020-10-02 12:21:49,1312004861156704257,蜜蜂🐝,RT @19970207bb: @ohsen_zen ท่ายืนคือใช่มากจริงๆค่ะ คือมองยังไงก็ชานยอล 555555555,Thailand,ZEN,jp
2020-10-02 12:14:51,1312003109716070401,มันเป็นหยุมหยิม ft.2020,RT @phtks: กุขำ ความเจอมัมหมีในฟิคดงเหริน 55555555555555555555555555555555555555555555555 https://t.co/5KZHdeOME1,,ZEN,jp
2020-10-02 12:13:26,1312002753271537664,ชิตยูอังค์,กูตอนบอกจะอ่านฟิคแค่ตอนเดียว https://t.co/tAJu7en16y,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 12:12:15,1312002453324222465,ชิตยูอังค์,RT @avtorui: ดูดบุหรี่ดูดไรดูดไปเหอะแต่อย่ามาดูดเงินดูดภาษีประชาชนเหมือนไอเหี้ยนั่นก็พอ,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 12:07:34,1312001273625894912,มันเป็นหยุมหยิม ft.2020,"RT @wendywarmheart_: เอ็มวีบพ: อกหัก เลิกกับแฟน
เอ็มวีน้องเค้ก: ไม่ฆ่ากันเองก็ฆ่าคนส่งพิซซ่า",,ZEN,jp
2020-10-02 12:07:07,1312001162271358978,มันเป็นหยุมหยิม ft.2020,RT @yrpgus: เราได้ดีลการ์ดแจมเซ็ตนี้ไปกับร้านร้านนึงพอของมาถึงแล้วทางชิปปิ้งของร้านส่งให้ผิดคนแล้วคนที่ชิปปิ้งส่งผิดให้นำไปปล่อย(1) #ตลาดนั…,,ZEN,jp
2020-10-02 12:06:39,1312001045573193728,The Family Podcast,On the Way Home อีพีนี้ มีนิทาน 2 เรื่องจากหนังสือ “Zen Story นิทานธรรมสะกิดใจ” มาให้อ่านกันแบบสนุก ๆ พร้อมมีข้อคิด… https://t.co/kLNhs8P5Zl,,ZEN,jp
2020-10-02 11:56:49,1311998569516154882,(REST)`อยากลาออก³⁹ft.Yummy Summer,@miagebpisa มองโลกแบบfact คุยด้วยแล้วสบายใจ แม้ว่าบางมุขที่เล่นอยากจะเอาไม้หน้าสามตีก็ตาม,24/7,ZEN,jp
2020-10-02 11:53:06,1311997634228305921,팝피 ♡ 'ㅅ',@ohsen_zen ถ้ามีชั้นคงฟ้องไปแล้ว555​ ได้เงินฟรี​ 😂😂😂,,ZEN,jp
2020-10-02 11:44:34,1311995487495413762,🌸Zeennie🍀,"RT @Topzin072: เราเข้าใจความรู้สึกนายวะ 😡
นายต้องเข้าใจ มันคือการแสดง!!
(บอกตัวเอง)😣😭😭😭
🔥🔥🔥🔥🔥🔥🔥🔥🔥
#LISA #리사 
#THEALBUM  
#BLACKPINK    
#Lo…",,ZEN,jp
2020-10-02 11:40:47,1311994533681352706,ชิตยูอังค์,RT @rockeybae: ลูคัสสูบบุหรี่แปลกตรงไหน รอเขาแดกเข้าไปก่อนสิไม่ปกติ,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 11:40:15,1311994398947725313,ชิตยูอังค์,RT @milkyp_: เรียนพร้อมเพื่อน จบพร้อมแฟน ( › ·̮ ‹ )☁️ https://t.co/aCtN8wjMJX,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 11:38:57,1311994074652504064,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,RT @jsmtjyygyjbbjb: อย่าหาถามว่าเพลงเกาหลีที่ร้องว่า นานานานา คือเพลงอะไร  https://t.co/GCTZHFnNjk,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 11:37:42,1311993760067121153,Rewrite my life🖋,การคุยกันด้วยเหตุและผลควรเป็นสิ่งที่ทำกันหรือเปล่า ฟังเหตุผลและเคารพการตัดสินใจของผู้อื่น ไม่เบียดเบียนหรือกดความคิ… https://t.co/VnWhNuhvJ8,,ZEN,jp
2020-10-02 11:37:41,1311993756652953602,Rewrite my life🖋,แค่ดำเนินชีวิตปจว.ก็เหนื่อยแล้ว ทำไมต้องมาเจอเรื่องปสด. ที่มีแต่พ่นพิษใส่กัน บางครั้งเรียกร้องปชต จนกลายเป็นเหยียบ… https://t.co/4doO7MwjHf,,ZEN,jp
2020-10-02 11:36:59,1311993580404109314,ชิตยูอังค์,RT @intercasss: ในขณะที่แฟนอินเตอร์ประสาทแดกเพราะเค้าสูบ แฟนไทยแม่งถามหาที่ไหนเปิดพรีบุหรี่ไอ้เหี้ยกูอย่างชอบ555555555555555555555,ชาติ ศาสนา นากาโมโตะ ยูตะ,ZEN,jp
2020-10-02 11:36:55,1311993562020474880,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,"RT @donttellloki: โอโห สติสุด

เด็กน้อยใส่รถช่วยเดินไหลลงเนิน แล้วมีคนขี่มอเตอร์ไซด์ผ่านมาพอดีเกือบจะชน
คือผู้หญิงที่เห็นรถไหลไปต่อหน้ายัง…",เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 11:35:31,1311993210634268672,김인형♡ 📌​แจกสติกเกอร์​พี่ชานยอลในหมุด,RT @lovewithBBH: จะมีใครได้นั่งเสสป้าครบทุกสี ถ้าไม่ได้ชื่อแบคฮยอน https://t.co/UBWezwehNz,เช็ครายการสั่ง / สถานะสินค้า👇,ZEN,jp
2020-10-02 11:35:22,1311993171501481985,🍀HSW&SDP 🍀 #รักน้องซนยิ่งกว่าใคร ㅇㅇ💕,"RT @JungwooMP: นี่ว่าจองอูเหมาะกับเพลงนี้อยู่นะ หนุ่มดอกไม้ ❣╰(⸝⸝⸝´꒳`⸝⸝⸝)╯❣ #JungWoo #จองอู #정우 #NCT127 

Cr. zen_ttjungwoo (TikTok) https:…",ÖṄЁ ЇṪ,ZEN,jp
